TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod
0e6b5315-5a90-4d0c-a4db-4b05d041c7e6,27-02-2024,wear,Miller-Price,182.24,71,70443.92,52,Female,Oconnellmouth,Cash
bba8307d-a14f-4411-a2b1-7691e9102fa7,07-04-2024,figure,Hood Inc,1431.15,54,26619.18,20,Male,North Richardville,Credit Card
8dfb7ce2-660c-48db-b717-3590cc89f89a,30-06-2024,dinner,Miller-Harper,1019.82,56,18108.4,32,Other,Shafferbury,Credit Card
daf241b5-33e3-44fb-addf-8c6038821655,05-04-2024,receive,Decker Ltd,1458.52,22,21524.72,27,Other,Nicholasfurt,Cash
e59a8eb1-8448-4719-8502-2c97407d0ff9,08-01-2024,free,Nelson and Sons,1333.31,79,49676.78,45,Female,East Brianstad,Online
4a18ec65-d781-4e34-b8e2-f7efb3303e04,25-01-2024,name,Mitchell Ltd,1481.04,4,6824.14,60,Male,Port Gabriellaburgh,Debit Card
b9c9fb79-ae15-4b97-a439-12327ad25869,02-02-2024,responsibility,"Burch, Wilson and Yang",785.38,87,71119,63,Male,New Sophiatown,Online
6f0c7e6b-bafc-4b7f-aec1-931619bd777c,28-06-2024,myself,"Ross, Strickland and Johns",421.01,51,86275.7,27,Female,New Tammy,Online
531d046b-c78e-4775-92ef-f4f69901107b,22-03-2024,market,Oliver-Oconnell,537.32,43,98720.64,42,Female,West Tabithafort,Cash
ec9dcc53-48a9-4453-b551-932a13366e8e,17-07-2024,step,Ho-Porter,192.48,85,95400.2,33,Male,South Michael,Cash
ee1a4d2e-f425-4fae-8400-b4c76d7d0175,26-03-2024,cover,Fisher-Marshall,875.91,4,14448.87,27,Male,Briantown,Cash
9f67b954-d752-4010-af62-002229ccef88,30-04-2024,then,"Watson, Carter and Woodard",546.53,11,90012,38,Male,Stephensfurt,Credit Card
49dca0a1-70c4-4b2a-b8a3-b751f042cc97,29-04-2024,theory,"Walters, Bennett and Barrett",278.72,19,39790.85,33,Other,Griffithland,Online
d8d17b9e-24f3-4611-a4ea-23740ccee03a,18-04-2024,good,"Jacobs, Shepherd and Green",335.83,98,8665.92,55,Female,Leehaven,Cash
4bf65265-8b98-440f-a66e-efef35df43f9,02-01-2024,can,Smith-Walters,312.97,58,31428.24,64,Male,West Rebekah,Debit Card
98a6dabf-c1a1-4141-98d1-8dfbf4844b24,04-06-2024,trip,Walker PLC,411.89,35,125995.87,56,Other,West Gina,Debit Card
f697038c-e26d-43b8-beae-3824a4242583,03-04-2024,with,"Hill, Mann and Martinez",1070.05,62,10732.82,21,Female,New Betty,Credit Card
8fdb323b-83af-4344-8d72-b57ec9589874,01-04-2024,forward,Brooks LLC,704.12,19,120880.32,59,Other,New Jennifer,Credit Card
df2a5e8b-374f-45b7-ae81-4df557858caf,24-02-2024,someone,Stewart Group,257.6,38,43959.7,49,Female,West Jennifer,Credit Card
44e48b6e-0499-4f77-b82f-cd9173e8f67a,10-04-2024,audience,Harris and Sons,287.36,89,73214.04,51,Female,Wrightstad,Cash
c05fa38b-ad5f-4e1f-bf87-b2f7f3ffc7db,14-01-2024,enjoy,"Smith, Bean and Gallagher",146.89,67,14989.2,43,Other,Jenniferberg,Online
a787145d-8945-4c75-869c-128f35e91a17,28-06-2024,meeting,White-Hood,1426.06,60,93383.22,51,Male,West Anna,Online
59135d6f-d4bb-49ad-b12a-4d393d4ff380,11-03-2024,too,"Hammond, Fernandez and Davis",293.4,68,463.58,34,Male,Monicahaven,Credit Card
4efa02dd-55bc-44bb-89f0-e0604ca95647,11-07-2024,others,"King, Carpenter and George",228.77,71,48586.56,40,Female,South Robert,Debit Card
5c8fe5d0-201e-42af-8ff3-4b063e6f2939,11-07-2024,place,"Wagner, Burton and Ashley",189.31,59,67765.12,56,Female,Jennifertown,Cash
87a77bc0-8fa3-4742-a85c-8d2a9cbf0c85,07-02-2024,party,Lee LLC,694.54,59,35207.2,26,Other,Reidport,Credit Card
af4bba74-aa00-436f-8764-1e1aab997041,02-03-2024,research,Sullivan Ltd,270.46,58,6258.22,29,Female,Foxview,Online
18eb14f3-3767-47a1-89c3-321be94156e3,13-04-2024,any,Snyder LLC,1182.99,6,22699.44,51,Other,Camposland,Online
07fa81d5-6de5-480f-a74c-447d1dafd82b,29-05-2024,century,Webb-Davila,1289.42,14,96058.13,34,Male,Brightton,Credit Card
258ebf2d-f876-4088-bf03-88d5474c54ab,09-04-2024,reality,Martin-Gardner,433.88,66,25384,64,Female,North Jesse,Online
c3c81cda-10de-404e-96d3-7e0dc906f373,05-02-2024,never,York Inc,680.7,34,64526.3,23,Male,Fullermouth,Cash
ce333627-a441-47b9-809c-526b7222bb7c,12-02-2024,herself,Lane Ltd,189.93,61,99262.8,57,Other,Port Rebeccamouth,Credit Card
f44ab7a8-2a18-4aa3-8661-cda9bd19f67d,01-05-2024,its,Chaney and Sons,965.16,78,32687.94,53,Female,West Sandra,Online
027fc1ac-20db-4e5a-9d12-f258b96d1142,23-03-2024,low,Mack Group,1100.78,26,86627.31,56,Male,East Gregoryburgh,Credit Card
a1650f89-14e5-4c61-89ee-1c5bdc39f805,07-04-2024,process,"Paul, Andersen and Carr",527.45,52,70490.16,46,Female,Jasonberg,Debit Card
297d71a3-ca70-481c-b163-0d645a3f623f,07-07-2024,child,"Smith, Miller and Cooper",903.7,89,50154.39,38,Male,New Brittanyfort,Online
5dec83cf-16ce-41b2-b06a-be7ccce0710f,18-02-2024,yet,Adams LLC,1377.31,2,74497.92,64,Male,North Pamela,Online
39b83ab9-ba07-4744-a3ec-180a86314e4a,11-07-2024,eat,Wright-Green,1357.33,33,21559.2,55,Other,New Maria,Debit Card
9ec1aba1-0fdd-49d7-9fb6-2e3f32693ed4,06-05-2024,smile,"Peters, Hayes and Sanchez",1036.47,25,44564.36,45,Other,New Joel,Debit Card
797876a4-bc06-44d0-8bac-d5123fb72501,08-03-2024,character,Hopkins-Mahoney,773.02,95,28896.63,36,Male,Lake Heathershire,Credit Card
5887426c-37bf-401e-b3fe-2b4fd005eb62,30-03-2024,necessary,Dean LLC,1292.49,15,87996.75,39,Female,West Brian,Credit Card
8762735e-ec2b-4099-9ca1-b8d3fb475c01,07-05-2024,laugh,Shah PLC,1123.18,58,27109.12,59,Other,Lake Priscillahaven,Online
a6db8dd1-5a25-4e41-9ee8-5e97b86b8444,21-06-2024,measure,Garcia Inc,288.55,79,82870.56,50,Other,East Jessefort,Cash
f53cd32e-b7a1-41e1-a810-758275daecca,28-06-2024,when,Ramos and Sons,261.06,77,23637.81,49,Other,Debrafurt,Cash
fcd6564d-adcc-4bb3-9e29-f84843d865df,06-05-2024,task,Gonzalez PLC,167.99,26,20304.54,48,Male,Jamesside,Online
7e2ce318-5380-452d-81ec-254a41d9ce67,31-03-2024,while,"Bonilla, Gordon and Petersen",1327.33,26,83233.36,39,Female,Hartfort,Credit Card
869ca369-5389-41ee-84c0-7cf23f71dc63,22-03-2024,energy,Jones Inc,912.97,15,39709.44,61,Female,Jesusshire,Credit Card
76ef1fee-74f4-44ef-aef1-4594ad7cf361,14-06-2024,detail,Bates and Sons,1467.95,52,40111.36,54,Male,South William,Credit Card
496dc092-826e-4d95-9ede-2990ccd24530,16-05-2024,machine,Lee Ltd,388.88,19,12497.49,53,Other,New Jacobfort,Online
ee4e3ab6-7c6f-4119-819d-6ba71e0da773,12-05-2024,third,Miller-Robinson,1266.01,23,6107.76,51,Male,Theresaton,Debit Card
41d46fa9-746c-4c6c-8da6-93a6417f2355,01-02-2024,appear,Ward Inc,1371.76,71,1222,47,Other,North David,Debit Card
4af0e6cd-eaa7-49b8-bce0-3a00560c2f2c,31-03-2024,hit,Rice PLC,1028.67,22,17203.25,58,Other,Blackview,Debit Card
5b7f9b73-4ccd-4e8e-85ee-17254aa07835,08-06-2024,paper,Mitchell-Barrett,1477.41,63,947.61,62,Other,North Charles,Online
b5119fd6-e0d7-44ee-8f87-44f91d42de3f,23-05-2024,law,Roach-Strong,1236.37,89,26408,43,Female,Victorview,Credit Card
898a97fa-0c66-4e08-9693-e893a3f1ad58,01-03-2024,today,Ortiz-Kaiser,974.75,37,140738.88,60,Male,New Margaretfurt,Debit Card
54397aec-2cd9-435d-b4a1-4d8bcdb84e63,19-02-2024,role,"Shah, Blackwell and Adams",1062.8,93,75330.45,42,Male,Lake Nathanchester,Cash
6c45ed4f-5d05-457d-a22a-2892566e8984,14-04-2024,bar,Hoffman PLC,118.14,39,16586.68,22,Other,New Christophertown,Online
d16ed785-9e71-4269-9d2a-93cf2c566552,29-06-2024,explain,Simpson and Sons,1422.58,33,105494.46,58,Other,Port Barbara,Credit Card
b4de2bb0-6426-4ae0-bc2d-1d6bc309fb38,30-03-2024,Democrat,"Joseph, Santos and Nelson",365.41,75,60477.25,19,Female,Port Rebeccaland,Online
03d675d2-f4c7-4860-b159-f7df7142b87e,07-07-2024,special,Weaver Ltd,1418.24,99,1877.76,42,Other,Port Ericstad,Credit Card
aeed02b7-48d9-4ff1-9fef-b5de0db93513,23-02-2024,fear,Hunter PLC,1228.78,66,139249.92,58,Male,West Joannaborough,Cash
9b4f4a39-8512-411a-8533-2b1d99cf4e64,24-06-2024,travel,"James, Garcia and Brown",1141.24,94,98242.2,28,Female,Bellview,Cash
75dd08dd-3a5d-47eb-a0fc-859e0535cd32,26-06-2024,face,Anderson and Sons,1335.67,3,12829.6,38,Male,Port Justinmouth,Debit Card
b759eaed-ab7a-42b8-ac39-73e4ac7781f3,17-07-2024,major,"Thompson, Chapman and Jones",479.23,78,1702.95,42,Female,Beckfurt,Online
233dfd88-f3be-42be-b464-0ed920bc2194,02-02-2024,floor,Smith Ltd,254.4,17,21331.45,46,Female,Moodyshire,Cash
691e8f83-2779-414b-b837-f04615dde8b0,09-07-2024,choice,"Rowland, Monroe and Owen",481.26,93,11783.43,45,Female,New Hannah,Cash
8d757a3c-6ffc-4b44-97aa-de01f6bc3b56,06-06-2024,bar,Jordan-Williams,1409.49,81,29360.24,40,Other,Alberttown,Credit Card
6074e662-4645-4773-9118-bdab62d10120,23-04-2024,over,"Johnson, Rogers and Daugherty",157.23,1,83551.42,23,Other,Allenside,Debit Card
58bebb33-c6cf-47e0-9ad7-156735a68caf,04-07-2024,drug,Alvarado-Carter,296.24,28,61793.1,38,Female,Port Tonychester,Online
90906e18-e81f-4c58-96d8-a2612e8493cf,20-01-2024,matter,Robinson-King,1439.55,46,31821.5,22,Other,West Briantown,Cash
3a59ca6b-4f80-443f-9925-c6471b119fc5,10-02-2024,produce,"Hahn, Hamilton and Johnson",1187.15,20,52251.76,40,Other,Mooreside,Debit Card
80fecc89-f65c-4c3c-ac77-4ae004ffaa25,20-06-2024,worry,Bryant-Miller,273.35,32,26631.99,37,Other,North Justin,Online
1fff1cf1-98ab-4759-8b33-9d77b299df9e,25-01-2024,bed,"Bishop, Rodriguez and Bell",950.36,33,39469.5,45,Female,Staceyfort,Online
1e1366c5-2dce-4830-ab58-a950ec3dd16b,28-01-2024,service,"Rojas, Kelly and Scott",903.82,16,4056.39,31,Male,South Daniel,Cash
069f9a99-d916-4ee4-9f82-d46f0ad207c4,25-02-2024,fast,"Williams, King and Hayes",1207.94,70,92079.92,27,Other,Lake Madisonview,Credit Card
eb38ce0c-47d1-417f-9855-641aa5f4ee6f,17-05-2024,through,Black and Sons,219.93,66,43416,62,Other,New Johnchester,Debit Card
e0511291-5e6b-4e9e-bcc8-f4440e672b9c,20-03-2024,quality,Matthews Ltd,862.18,56,33927.08,32,Female,Khanmouth,Debit Card
afd5f391-c2d3-42cd-9a9a-0d6eca22199f,20-06-2024,two,"Carlson, Brennan and Robinson",803.5,25,34120.61,34,Other,Port Susan,Online
fd677e01-2fe0-41dc-8125-28ac13e93ea1,01-05-2024,population,Jones-Wilson,949.75,49,72023.6,46,Female,East Cherylfurt,Credit Card
698ba3d2-6344-40bc-b5af-2eb5255aabff,09-04-2024,room,"Stewart, Gutierrez and Avila",1115.61,50,24492.16,25,Male,Fuentesstad,Debit Card
f6fce23b-3313-491a-9b9f-6c5b6e3619f9,24-03-2024,source,"Turner, Vega and Green",900.04,54,36582.21,20,Other,West Thomas,Credit Card
21c0adf5-427e-45fc-96db-82287c6522e1,08-07-2024,appear,Perez LLC,907.24,62,16560.38,45,Male,New Randall,Credit Card
7a3b5007-625c-444e-85b4-e4f747162966,27-01-2024,decade,Herrera LLC,352.6,76,68427.18,25,Other,Harrismouth,Credit Card
270eb8a0-d199-4342-9e33-5c456f79e2cc,09-07-2024,none,"Castro, Briggs and Gilmore",897.86,19,8619.39,30,Other,Clarkfurt,Credit Card
d1e7a1d9-3a9b-4e50-846a-6566572b5079,14-07-2024,think,Peterson Inc,1007.3,15,105106.96,50,Male,Schroederland,Debit Card
c326068c-3351-4062-bf05-e67818db5371,07-03-2024,force,Harmon Group,757.33,96,55075.02,44,Other,Brianborough,Cash
421d315d-d454-485a-9881-e9801611071b,16-02-2024,wrong,"Thompson, Johnson and Wong",923.2,33,1273.98,43,Female,Bakerside,Online
d1545137-dcd3-4766-af7c-4c6c2e941ccc,01-01-2024,career,Collins PLC,823.68,25,18860.4,37,Female,Nicholsville,Credit Card
da1a3e79-cbc6-4313-bb83-2a45e1b9ec28,17-07-2024,practice,Gilbert Inc,1330.5,43,47621.2,49,Female,Port Nicolas,Cash
656af0a4-6f81-4f21-9371-3558566fa26b,12-06-2024,simply,"Hull, Terrell and Buchanan",1318.54,40,29248.28,56,Other,Watkinshaven,Debit Card
2f4f5e71-2ec7-4658-8968-d902d5a8dbf9,13-03-2024,international,Mccullough-Powell,1474.17,14,11301.76,39,Female,Maryfort,Online
f1501b05-2741-47b9-8fef-3bb5fd227f3c,10-04-2024,few,Hawkins PLC,992.42,71,35213.1,61,Other,Lake Maryview,Credit Card
a0ede31b-9fa8-4b83-a66d-a5f23308f97a,16-01-2024,series,Burnett Inc,1040.94,9,26492.43,39,Female,East Danielview,Debit Card
35dea481-98a2-48ef-a7c8-4e253b10424d,21-03-2024,traditional,Clark LLC,626.57,28,28098.4,35,Female,Ochoamouth,Cash
6c0c9ff0-9c9d-4090-8aad-aae53c70a2e6,20-05-2024,show,Bernard Ltd,259.15,47,86868.48,27,Male,Danielport,Credit Card
2caec01b-6e79-421c-b260-cc638113098a,19-04-2024,show,Morrison-Andersen,1034.38,93,48570.64,51,Female,New Sherribury,Credit Card
098cee59-d162-415d-a0e6-74b73a2bfd95,14-01-2024,require,Gilbert Inc,613.96,45,7728.49,18,Male,Hopkinston,Credit Card
2f03a125-88dd-47e0-8a0f-995b3dade3b4,10-04-2024,be,Fitzpatrick-Miller,1337.3,35,1282.45,22,Male,Nathanview,Credit Card
b76f68ce-6896-45cf-96c0-9812490fe828,01-06-2024,huge,Morton and Sons,359.23,59,125460.8,63,Other,Teresaton,Online
64f4886c-21d2-40be-ba50-fd8db0dcc05b,03-06-2024,center,Brown PLC,589.57,49,52554.32,64,Male,Lake Colleenstad,Credit Card
dd1c5b32-beef-446d-8b02-2478707683c2,10-03-2024,bank,Porter-Mcgee,701.08,13,8176.35,49,Male,Lake Russell,Credit Card
474c5755-50a8-4bee-9af3-e8df247d3769,25-05-2024,large,Smith-Stevens,121.62,9,746.47,26,Male,East Rachelchester,Online
5c5b6e7d-4a0c-42b5-b36c-eb914ae09e95,20-03-2024,surface,"Williamson, Fuller and Ward",1178.86,29,13516.25,53,Other,South John,Credit Card
406c1369-ea5c-46ac-aa46-83632e535d16,10-01-2024,figure,Rice-Osborne,1447.8,5,54665.04,33,Other,South Gregorymouth,Credit Card
dcf407ec-4623-4a00-8660-235e1036d476,08-05-2024,which,"Camacho, Fox and Smith",1423.78,51,3151.26,35,Female,North Logan,Online
8201d6e3-4f18-4911-9b28-c50627fd1640,11-02-2024,test,Walker-White,1444.64,89,12646.8,51,Female,East Kenneth,Cash
71e5519b-ebcd-4ae6-8c37-165aa0b2e39e,14-01-2024,me,Lane Group,824.69,62,32474.4,36,Female,Veronicaport,Cash
149c4028-afae-4eb0-b03e-dd6b4dccce9a,23-03-2024,field,"Williams, Coffey and Garcia",912.6,21,24546.72,56,Male,West Michael,Credit Card
dbeab94d-354b-4eda-b916-3248ed4a649c,13-06-2024,material,Martinez-Torres,958.86,2,65007,45,Male,Castrohaven,Cash
4a38758a-4bdd-4c44-a177-f80ad22feb33,12-07-2024,light,Watson-Dougherty,938.75,66,42781.86,62,Other,North Ruthborough,Credit Card
96d4f89c-5b22-4bc3-a153-b82ab110f4b4,25-06-2024,candidate,"Campbell, Shelton and Walker",1412.91,49,56790.45,29,Other,Luistown,Debit Card
5cdeffc8-f100-47bb-8fc7-fc48a52b3e4a,04-02-2024,treat,"Nelson, Carroll and Marsh",1091.68,52,8165.82,38,Other,Michaelshire,Online
b405351a-0218-48d8-ad25-d2da03904ef4,11-02-2024,cause,Marshall-Olsen,988.44,19,726.36,39,Female,New Elizabeth,Debit Card
3662082a-1954-422b-bde5-0e7b833103db,31-03-2024,different,Harris Group,321.11,50,59594.08,24,Male,Thompsonmouth,Online
d88b82f3-1f09-48cd-a48b-ddf2484da53a,01-06-2024,officer,Galvan Group,384.15,31,13896.84,25,Other,Andrealand,Online
4013b02c-8b39-407e-9d51-47c250f6113c,16-07-2024,treatment,Patton and Sons,123.55,52,24705.45,32,Male,West Charlesshire,Debit Card
d836af8a-f883-46cd-960a-6a9e043fd374,16-05-2024,culture,Foster-White,811.97,87,4784.6,18,Male,East Joseport,Debit Card
bc073bb6-6579-4ed5-bdd4-844710b7a28a,05-04-2024,provide,"Kline, Johnson and Hall",742.68,20,3173.48,24,Male,Fisherstad,Debit Card
453150f7-9f21-41e8-8b98-34b3ed38094c,26-05-2024,five,"Brown, Parsons and Johnson",205.46,61,7050.75,47,Other,North Zacharyside,Credit Card
15c89b2f-f185-41e5-b0cd-e8509eaafa88,28-02-2024,first,"Cole, Mckinney and Maddox",978.13,31,22346.47,45,Other,South Joshuaside,Credit Card
b0ba4ceb-ca74-4200-9e93-c0b698af493e,28-04-2024,conference,Townsend PLC,735.25,83,89165.25,54,Female,West Derek,Credit Card
54619eff-3d8d-4e16-b4c4-910619ea1990,16-05-2024,about,"Paul, Goodman and Richardson",385.39,31,16529.13,34,Male,Port Ashlee,Online
cb4d7c5f-824b-4bae-8061-1ee9343d7327,16-03-2024,environmental,Stewart Ltd,696.42,29,87906.92,50,Female,Port Teresaport,Online
5ba6718c-f634-4c98-979d-289be3f570a4,07-01-2024,stay,Baldwin-Swanson,1194.98,66,14308.5,35,Other,Steelechester,Debit Card
73f0f916-a8b5-4d09-8026-41bed9ba0e41,25-04-2024,sell,"Santiago, Jones and Bell",464.15,34,24009,62,Other,West Toddside,Online
8eb5f50a-b99c-41d8-85b0-cbe79295764c,10-07-2024,any,Baird-Henderson,1085.16,49,27642.2,38,Male,New Keithport,Online
27ff81bf-7456-46a4-9a68-c48bced1e81b,13-06-2024,guy,"Sanchez, Johnson and Mosley",687.38,42,5406.52,62,Female,Kristinaport,Cash
1729d815-4872-4db8-8a06-527cab9b72db,28-02-2024,realize,"Goodman, Hughes and White",894.34,90,37661.8,47,Female,North Lisaport,Debit Card
e2e5814b-e513-4b63-84ba-888d77419b9f,14-04-2024,front,Sanders-Estrada,598.5,73,41566.36,30,Female,North Nicoleberg,Credit Card
b94a2868-0565-45a2-8c29-e0b1f085ab0a,13-03-2024,interview,Odom-Green,618.99,26,44209.76,56,Other,Rebeccaland,Debit Card
103e0087-b29c-4839-876a-099b6796b265,07-06-2024,attack,Walters and Sons,104.99,1,16544.32,47,Other,East Sarah,Debit Card
8499624a-1c49-4645-9c65-df13c57c87d9,01-07-2024,matter,Andrews LLC,1269.71,96,72588.74,41,Female,Powellmouth,Credit Card
6c536c36-1663-4c8e-9fd4-3d451ec66fdb,27-05-2024,reduce,Wade-Hall,985.83,7,109028,22,Other,Brockport,Cash
7f36c3a2-ff43-483b-adb8-668e37d16534,15-07-2024,partner,Hebert Inc,1352.48,95,20333.88,32,Other,Crawfordville,Online
baefeff0-2f10-4ab3-81fe-50e61276494f,14-04-2024,director,"Young, Hill and Morgan",158.46,6,7755.77,42,Other,Wagnerview,Credit Card
195848ec-5731-48ae-b1c8-96e43f15bd47,23-06-2024,between,"Holloway, Brown and Mills",270.04,5,1822.29,60,Male,West Albertville,Online
65cc396b-4349-4ee3-83b6-b73333f93133,17-01-2024,speech,Velazquez Inc,434.65,49,49282.7,34,Female,Josephburgh,Online
cf405453-5a3d-41bc-89f8-97e601a870c9,14-07-2024,raise,"Fleming, Cooper and Wilson",624.74,77,52028.28,38,Female,Guerratown,Debit Card
48e41a6b-8b57-485c-8481-eeecdafe93bd,06-01-2024,the,Decker Inc,1278.51,21,54799.2,20,Male,Port Roberta,Online
f88c5f0d-95bf-4307-ab62-d82e0d8afc9b,09-05-2024,good,Sawyer-Ramirez,613.3,37,16659.62,58,Other,Haletown,Online
d6382a39-a203-404b-b1e5-d8a695a61dbd,07-07-2024,baby,Morris and Sons,1056.74,18,110028.42,30,Male,Port Brandi,Cash
7f8e937e-727c-4d29-9a2f-38b0d8f9e0c1,23-07-2024,outside,"Garrett, Schultz and Carlson",482.47,37,11306.68,38,Other,South Kimberlyfurt,Cash
fc911d63-aa11-4767-b991-bfb928335565,27-03-2024,crime,Curtis-Collier,262.64,62,75988.7,24,Other,Port Andrew,Cash
69fad209-6c1e-4ea7-9da6-46053b761f3a,31-01-2024,six,Jackson-Carroll,1237.37,27,80877.2,37,Male,New Susan,Credit Card
10991579-2c92-4a8f-b98c-3b7df2ce7fcf,30-05-2024,law,Schultz LLC,811.73,62,91113.25,41,Female,Port Nancyborough,Online
74abb176-6ca5-45a2-9e7b-7e91c98aea78,13-05-2024,image,Cruz-Arias,422.33,80,37244.48,63,Male,New Jessicatown,Cash
975126b2-9aa0-471d-98e6-96da12bec7c3,19-01-2024,begin,"Mason, Flores and Baker",312.37,84,29250.67,39,Other,Meganborough,Credit Card
476e0069-fd66-4bb4-b68d-673ac4e3a141,07-01-2024,catch,Pitts-Valenzuela,1370.68,67,37928.58,35,Female,South Jessica,Online
56ad37f3-bb16-4f08-90ba-140b27eebd4a,01-07-2024,century,"Bates, Pearson and Hardy",1245.2,81,59695.92,34,Female,Thomasfort,Cash
5bad4d24-060c-4374-9855-fc134cbb0bef,15-04-2024,discussion,Perez PLC,423.8,40,104364.75,48,Other,Brianton,Debit Card
1f608363-d36d-4402-b4ea-2506fc8ad3fe,03-06-2024,beyond,Williams-Palmer,1141.1,85,15373.26,47,Female,Port Kelly,Online
0f7be3d2-9fb3-47e6-9c3d-92aeb383dc0a,01-02-2024,enter,"Bennett, Foster and Moreno",518.67,80,11151.36,64,Male,East Michaelstad,Credit Card
88a51a73-0064-4e60-b174-bf54b3576ed5,24-07-2024,standard,"Cruz, Callahan and Carpenter",409.35,3,100782.75,55,Other,West Jennifer,Credit Card
8ab2b47f-1032-47ac-8be9-c96a5d8f77e5,15-03-2024,mouth,"Rogers, Baker and Holmes",809.43,8,5783,20,Male,Williamsburgh,Online
5a5ebad6-dab7-4388-9961-411136b68e27,24-01-2024,eight,Martin-Carson,1256.1,90,25697.72,26,Other,South Benjamin,Cash
6eb173bb-59a5-4e8b-a2bd-c974ef076134,17-04-2024,couple,Esparza-Baker,782.21,81,22860.8,31,Other,Port Rachelberg,Credit Card
bc96e2cb-0ca7-4eb6-a698-acb8e6f1577c,15-06-2024,cost,Black PLC,122.76,8,78188.49,28,Female,Marissaville,Cash
6037afa7-ad38-48f9-a89a-8751225d8471,27-04-2024,conference,"Galvan, Jenkins and Peck",1345.71,53,36468.77,19,Female,Davidmouth,Credit Card
5936ab1a-4d81-4a61-9192-070ca7ef66f2,24-07-2024,her,Delgado and Sons,1273.26,9,13790.56,31,Female,New Benjaminview,Online
de89421a-9aaa-4405-ac88-1a9cf27e759e,09-02-2024,hand,"Franklin, Cox and Lopez",1352.3,68,60232.5,62,Other,Rhondaland,Online
2c093754-c464-4c40-a938-0db029bf05ff,29-05-2024,despite,Gutierrez Inc,413.08,72,18931.5,55,Female,East Willie,Credit Card
bfb6d335-4035-4224-90fc-f75d0dc6109c,11-07-2024,PM,"Boyle, Collier and Marquez",141.32,95,48936.55,33,Male,Mcneilside,Credit Card
